Age;Gender;Job;Area;CitySize;FamilySize;Income;Wealth;Debt;FinEdu;ESG;Digital;BankFriend;LifeStyle;Luxury;Saving;Investments
51;0;2;1;3;4;0,385202185;0,377591091;0,413899859;0,570442887;0,318924089;0,19986438;0,46903739;0,433692178;0,200770678;0,452727791;2
80;0;2;2;2;2;0,283733252;0,314554797;0,351928107;0,49915184;0,308909015;0,745819118;0,549965572;0,425813261;0,400308253;0,384371892;2
91;1;5;1;2;1;0,549145747;0,541434155;0,190364526;0,480746726;0,762451522;0,616111297;0,82145744;0,256253482;0,219669226;0,234874155;2
82;0;5;1;1;1;0,551239947;0,535429638;0,152387907;0,514337562;0,433471438;0,356651456;0,667684546;0,183097259;0,254967027;0,247486063;2
31;1;2;1;1;2;0,427076756;0,059355415;0,30091568;0,383691732;0,57034852;0,477939567;0,43852158;0,612808863;0,1714929;0,607521075;2
87;0;5;1;1;3;0,786291634;0,705473014;0,671269444;0,669366551;0,680377479;0,525819982;0,676690533;0,335085357;0,164597963;0,641923824;3
24;1;2;1;2;1;0,668364269;0,38691359;0,255510864;0,416360652;0,342270771;0,921813787;0,757075708;0,901504133;0,619751519;0,249460683;1
70;0;1;1;2;1;0,086422505;0,84471347;0,143021504;0,342294363;0,638883515;0,232169163;0,691249308;0,342064285;0,252786498;0,416870731;2
83;1;4;1;1;4;0,323127432;0,283860469;0,118735956;0,217000507;0,594119814;0,233639564;0,314605938;0,179598506;0,051843357;0,159635242;1
93;0;2;1;1;4;0,689449217;0,301980457;0,58587993;0,458448289;0,530234808;0,529737745;0,251212202;0,178704613;0,639420131;0,687305309;3
86;0;2;1;2;2;0,695213058;0,777551934;0,559898132;0,409876456;0,379569868;0,485363947;0,792198224;0,572493335;0,764429738;0,776883638;3
92;0;5;1;1;2;0,40099239;0,33015662;0,151587087;0,268242218;0,565700426;0,315296253;0,469849639;0,1448326;0,142589201;0,28719071;1
48;0;2;2;3;4;0,799361646;0,927865374;0,467048617;0,635474002;0,630098243;0,68195386;0,788179254;0,574837187;0,862577633;0,800695641;2
20;1;2;1;2;1;0,820072403;0,471917023;0,321223289;0,507693118;0,827785826;0,504792147;0,722194322;0,816515537;0,358038223;0,704419166;3
92;1;5;1;3;5;0,610871863;0,289357628;0,804807437;0,508180187;0,413968969;0,326927105;0,768989771;0,340636637;0,420321884;0,399189027;3
61;0;2;1;3;2;0,804305988;0,914499181;0,651015373;0,867906431;0,671730169;0,751446355;0,822772016;0,762732644;0,616966046;0,657105598;3
44;1;2;1;1;1;0,674694148;0,628634767;0,609921944;0,581673979;0,874189267;0,606127944;0,235433636;0,714751615;0,68774955;0,689500736;1
55;0;2;3;1;2;0,286976173;0,362279718;0,386809054;0,26266757;0,558016609;0,31883665;0,287697986;0,423151743;0,348511337;0,335589856;2
80;0;2;3;2;4;0,398449927;0,269908805;0,811865942;0,483252196;0,518521553;0,585737591;0,589218026;0,718201048;0,381475289;0,53317142;1
72;0;5;1;1;4;0,10173193;0,175075936;0,070906759;0,29969495;0,46613902;0,092452115;0,692456027;0,386092111;0,182290991;0,484764514;1
58;0;2;1;3;4;0,579364395;0,516681401;0,576358553;0,689488724;0,751625508;0,909941229;0,895732915;0,900428386;0,863215338;0,6065146;3
51;0;2;1;3;1;0,879331351;0,647821818;0,687863361;0,731876423;0,646801487;0,76429116;0,772418478;0,815869875;0,866571392;0,499718113;2
95;0;5;2;2;4;0,328306277;0,387583509;0,205458983;0,332127893;0,341490803;0,223535476;0,552058053;0,361325828;0,222009184;0,070834954;1
73;1;5;1;3;2;0,590578223;0,881417853;0,258576529;0,327546442;0,721413012;0,067406819;0,242283143;0,341445454;0,688400778;0,480946836;3
59;0;2;1;2;3;0,739720265;0,623935596;0,787643809;0,799617487;0,502081979;0,765480967;0,827861109;0,659897621;0,827953382;0,594319175;3
80;0;5;2;2;1;0,446864894;0,611236515;0,356705402;0,497225964;0,796551259;0,085961705;0,51148554;0,176575388;0,494705644;0,562937058;1
86;0;2;1;1;4;0,49216873;0,678721164;0,223307715;0,658462217;0,799463966;0,582971082;0,514692482;0,728539139;0,279160376;0,567381372;3
91;0;2;3;1;4;0,248182517;0,483112921;0,447709274;0,42297978;0,440177097;0,583941289;0,564020332;0,301268093;0,526634929;0,43772465;3
57;0;2;1;3;1;0,833244887;0,879550866;0,281954649;0,793814194;0,838642088;0,815970731;0,790202724;0,737932292;0,962001786;0,61962468;1
30;1;1;1;2;4;0,577114734;0,712662303;0,154583731;0,355741798;0,301986986;0,880390489;0,459935347;0,899195025;0,854693392;0,149129298;1
43;0;2;2;2;5;0,353986927;0,459211461;0,316920257;0,339431435;0,452878865;0,216554675;0,33564322;0,071262102;0,291844073;0,524628453;3
48;0;2;3;1;4;0,093980989;0,697764369;0,633475485;0,4165719;0,45710779;0,878431007;0,772933742;0,198232225;0,169810719;0,447436585;2
89;0;5;1;2;4;0,435027609;0,559970176;0,331453186;0,50014747;0,773741274;0,532402361;0,77242065;0,303754316;0,513884331;0,647072467;3
94;1;2;1;2;2;0,679266982;0,51024094;0,180000538;0,44327032;0,702178252;0,129976238;0,52908161;0,316392917;0,23839046;0,767055041;2
27;1;1;1;3;2;0,635389706;0,611533189;0,639087918;0,322675179;0,55914538;0,498424846;0,56956065;0,202182754;0,220160303;0,883530598;3
93;0;1;1;2;1;0,253762138;0,220337188;0,058085752;0,438397474;0,665201699;0,358401198;0,672166904;0,250975317;0,15139048;0,242474542;1
51;0;2;2;3;4;0,208904426;0,6804132;0,617713399;0,332292836;0,690946343;0,432602576;0,695701058;0,190638259;0,197325978;0,775081716;2
44;0;2;1;2;3;0,879586411;0,670333708;0,447459086;0,363917432;0,788942978;0,692128184;0,777503849;0,555030968;0,494336461;0,732298657;2
31;1;2;2;2;6;0,584158799;0,449087848;0,290399697;0,654335036;0,661447309;0,306744585;0,69422201;0,47620585;0,737232411;0,66388242;1
71;0;5;1;1;1;0,170969913;0,399739807;0,123983014;0,215962015;0,45708827;0,489775178;0,887590662;0,307473331;0,043446825;0,233412959;2
68;1;2;1;1;2;0,687673864;0,827668027;0,555510692;0,418878602;0,4516992;0,649756259;0,691846052;0,340832034;0,718681558;0,627711866;2
64;1;2;3;2;3;0,75403716;0,930701617;0,47058835;0,90264805;0,774846788;0,854824439;0,759082427;0,681166796;0,856373703;0,729245314;2
64;0;2;1;3;2;0,848970039;0,765593946;0,52366349;0,475980523;0,640042656;0,919752542;0,712571579;0,780902748;0,761957709;0,573529853;3
58;1;2;3;2;3;0,343802627;0,637961582;0,305523043;0,661708349;0,621559208;0,55184586;0,473735233;0,359505027;0,29256076;0,422225031;2
66;1;5;1;2;2;0,647429324;0,302799427;0,104757358;0,194108586;0,738111853;0,272034046;0,563753225;0,103767827;0,043441807;0,395942643;3
87;0;2;1;1;5;0,475438555;0,652823757;0,617070138;0,305148088;0,629624097;0,593870552;0,742355969;0,67993902;0,61039605;0,621070189;3
80;0;2;1;2;6;0,670081722;0,628144667;0,321948756;0,386870773;0,462450292;0,488503789;0,694909663;0,485938763;0,563950001;0,570537078;3
60;1;2;1;1;6;0,583864708;0,604600937;0,359584297;0,67217235;0,477272236;0,518562541;0,632597716;0,662023049;0,220646035;0,737668948;3
94;1;5;3;2;3;0,519608171;0,58667405;0,574021674;0,523932861;0,70481104;0,237543327;0,757984542;0,23096799;0,617170893;0,386316691;1
83;0;5;3;1;1;0,575093964;0,440329564;0,095087268;0,281425199;0,516315968;0,331743757;0,779301346;0,387167115;0,289970447;0,159097592;1
92;0;2;1;1;2;0,636502705;0,320510257;0,581876478;0,437317838;0,604736373;0,427532226;0,583163328;0,386415413;0,163958394;0,674851251;1
67;1;1;2;1;2;0,338111294;0,2317029;0,202190356;0,33807083;0,364515004;0,236648509;0,839335232;0,14477723;0,073806586;0,45029044;2
64;1;4;1;3;1;0,358722363;0,500000468;0,44755075;0,655984589;0,828559757;0,855662274;0,550616962;0,665020684;0,48325261;0,664618785;2
72;0;2;1;3;3;0,491947814;0,673687039;0,426629408;0,4581489;0,412368225;0,70972002;0,523606459;0,343293958;0,787505157;0,849630212;3
21;0;2;1;1;3;0,388990959;0,795178558;0,324642385;0,435016823;0,672091638;0,622538386;0,606005938;0,76507088;0,456494592;0,672508249;1
73;0;2;1;2;4;0,817795021;0,727295327;0,526975532;0,728064772;0,722256183;0,858501839;0,78266124;0,623255155;0,8967016;0,893225168;3
72;0;5;1;2;2;0,51147877;0,392050408;0,110971798;0,319416425;0,416463457;0,127088099;0,697526239;0,423079071;0,251310815;0,403786997;2
58;1;5;1;2;3;0,361256634;0,350398987;0,366771202;0,45837011;0,464746435;0,468214181;0,575351881;0,232708208;0,505812203;0,631164947;2
64;1;2;1;3;3;0,852112514;0,898478205;0,505299062;0,668332278;0,825942583;0,699378592;0,891442324;0,662511412;0,864490568;0,618483314;3
90;0;2;1;1;5;0,245593;0,188619462;0,579872496;0,597671867;0,156795925;0,37363489;0,704691591;0,285764538;0,15965507;0,824425383;3
57;0;3;1;3;2;0,649820119;0,574309463;0,226366383;0,572102845;0,677905819;0,861176835;0,726818296;0,256817748;0,528098038;0,857068167;3
36;1;3;1;3;1;0,62026306;0,501677981;0,491429542;0,706732919;0,898811171;0,702948241;0,511570669;0,684731833;0,683607315;0,538225497;3
54;0;2;1;3;1;0,870947119;0,861565788;0,49469357;0,778242079;0,718937477;0,80889663;0,805448253;0,553116161;0,808743319;0,805431151;3
75;0;2;2;2;2;0,725969557;0,961059343;0,815914771;0,401436579;0,564249848;0,690790803;0,806906463;0,586865765;0,187854511;0,583157067;1
52;1;2;2;3;4;0,602429056;0,482108684;0,59872657;0,637077984;0,259800794;0,552490724;0,523696955;0,497819966;0,544085258;0,436192931;3
93;0;2;1;3;2;0,572442597;0,745921658;0,792399634;0,23954165;0,731582326;0,720278772;0,493800371;0,572823563;0,412613855;0,365048688;2
28;0;2;1;1;1;0,460299531;0,443752956;0,412914768;0,575447698;0,42394137;0,427982554;0,766681112;0,328795686;0,681543282;0,482071084;3
32;0;2;3;2;5;0,68259243;0,481850578;0,624564599;0,536277632;0,665035787;0,296462299;0,642659842;0,115637047;0,492738846;0,456070546;3
79;1;1;1;2;3;0,419839257;0,479402758;0,105815582;0,47474356;0,658199834;0,336037216;0,493368751;0,331525057;0,341752198;0,2232025;2
55;1;2;1;2;1;0,337988221;0,507733936;0,468739443;0,645606537;0,617718564;0,456863407;0,541249443;0,549338412;0,604481498;0,528393175;3
47;1;2;2;1;1;0,206049553;0,696071064;0,597059276;0,538028147;0,356524151;0,320950838;0,482737876;0,300772;0,385641423;0,527003823;1
41;0;2;1;1;4;0,834320566;0,881409768;0,523065223;0,760301483;0,580867638;0,589046393;0,834824824;0,478601402;0,88230647;0,329597338;2
43;1;2;1;2;3;0,66760699;0,71495781;0,492458487;0,731768821;0,428652377;0,831571466;0,857394315;0,778190989;0,652768893;0,337358192;2
31;1;2;1;3;1;0,93679298;0,833544287;0,621835531;0,372856442;0,880842929;0,663891123;0,587114798;0,806409378;0,744777236;0,660649806;2
47;0;2;2;3;2;0,899417542;0,928853408;0,523353333;0,728472447;0,726164954;0,748655207;0,778140794;0,477913176;0,862115533;0,499403372;2
61;1;2;3;2;2;0,546902869;0,696356419;0,691610426;0,42214943;0,647595231;0,62060853;0,59212274;0,421677402;0,397685122;0,611671655;1
53;0;2;2;3;1;0,862220656;0,959057859;0,515427197;0,691524785;0,794621783;0,844910574;0,778721113;0,529188009;0,726464334;0,629362413;3
57;0;2;1;2;3;0,885197438;0,88664629;0,814097648;0,779338729;0,689341099;0,910338757;0,887682242;0,639339701;0,900054661;0,700450336;2
51;0;2;1;2;1;0,883954842;0,861097161;0,677028143;0,773573741;0,789496534;0,695176134;0,817239609;0,489265666;0,695440666;0,383816703;3
58;1;2;1;2;1;0,45963827;0,505176534;0,616269762;0,423343517;0,740172435;0,492252088;0,615024786;0,754990382;0,816267782;0,658540357;2
23;1;2;2;2;2;0,70524881;0,787792919;0,102348792;0,081456668;0,297351452;0,940283473;0,776505255;0,74291523;0,594200765;0,027866123;3
83;1;5;1;1;2;0,095441996;0,399450023;0,089426003;0,564956159;0,324681977;0,356323441;0,564998611;0,280642272;0,424454216;0,389241858;2
36;1;2;2;3;1;0,453355049;0,388867513;0,352262322;0,686007771;0,856398538;0,626561996;0,833428782;0,256776474;0,511586002;0,707507239;1
73;1;1;1;1;1;0,485006544;0,367095301;0,394013828;0,4618868;0,818771976;0,584935522;0,526156596;0,599663189;0,477848024;0,671664021;3
27;1;2;1;3;1;0,630604212;0,916735376;0,976150267;0,672873508;0,704801354;0,683245543;0,524589659;0,833503316;0,905888506;0,592414342;3
77;0;1;1;3;3;0,148499838;0,390614724;0,593462229;0,519589741;0,554316666;0,648445802;0,586398384;0,432893311;0,322644456;0,674549289;3
51;0;2;1;3;3;0,883531199;0,862473878;0,406804472;0,824108661;0,793788364;0,870312765;0,812347435;0,578499508;0,992922642;0,479043464;2
56;0;2;1;1;2;0,482064047;0,794774023;0,51937759;0,545576403;0,46672077;0,372763538;0,565458489;0,774259709;0,539245573;0,514877219;3
73;1;2;1;2;5;0,701040467;0,395988318;0,347053943;0,429529246;0,260266619;0,346184915;0,720268135;0,195593481;0,478664486;0,686116621;3
62;1;1;1;2;3;0,784900834;0,51309089;0,338829529;0,241137012;0,204881161;0,665824029;0,556797642;0,756281844;0,550036371;0,228843148;1
82;1;5;1;2;1;0,561451061;0,349534755;0,13242842;0,230789027;0,509989538;0,120256059;0,682256793;0,200489854;0,319102871;0,174669506;3
55;1;2;1;1;1;0,524188326;0,844529834;0,515849119;0,581271446;0,610662712;0,447092877;0,471435843;0,341524528;0,510511309;0,676157121;1
24;0;2;1;2;2;0,811984786;0,57730534;0,284512076;0,525907936;0,616202134;0,606160279;0,425939158;0,569133724;0,389988884;0,707475762;2
94;1;1;1;1;1;0,543848897;0,220167215;0,064315772;0,598805777;0,603912654;0,368622775;0,759388452;0,230231057;0,2821562;0,292743216;2
37;0;2;3;1;2;0,52454295;0,404440936;0,528770488;0,535575959;0,455914404;0,47727535;0,532948763;0,289211366;0,532610018;0,555712031;3
26;1;2;1;2;4;0,289483987;0,71004465;0,436127294;0,466847524;0,641406632;0,694615579;0,470034163;0,668757101;0,313903157;0,490594005;3
55;1;2;1;1;2;0,45792344;0,51685593;0,437270766;0,420123281;0,588669743;0,49590282;0,465753309;0,291071334;0,413437073;0,410611038;1
49;1;2;1;3;3;0,844917206;0,912964472;0,536282267;0,836896712;0,914472735;0,734409352;0,833311111;0,849863885;0,912760863;0,66636816;3
60;0;1;1;3;2;0,807441443;0,840883775;0,563068131;0,846165019;0,709866426;0,597342827;0,935090799;0,858852251;0,827356129;0,429654789;2
48;1;2;1;1;3;0,747601667;0,825298942;0,70446263;0,41089183;0,350820291;0,505643653;0,69152382;0,37600749;0,357559369;0,485644138;1
77;1;5;1;2;3;0,382205782;0,680702162;0,051889867;0,57829902;0,482485267;0,166475925;0,771428918;0,384516266;0,141778972;0,25531758;3
78;1;5;1;1;2;0,332957748;0,680967202;0,2420073;0,349913708;0,356423123;0,348269511;0,450733169;0,245141003;0,148057705;0,314635489;2
89;1;2;1;2;2;0,570100825;0,846374468;0,341106695;0,443508801;0,525975064;0,368953949;0,404598005;0,329273819;0,522006414;0,596975309;3
32;0;1;2;1;1;0,549488332;0,417068519;0,331466527;0,714193702;0,247222901;0,409810051;0,446836658;0,43433902;0,432021031;0,533046132;1
87;1;2;1;1;3;0,218044236;0,708100501;0,376541992;0,437349316;0,296534851;0,718674255;0,778446322;0,270274168;0,189091522;0,635855145;2
67;1;5;2;2;1;0,192806905;0,248163927;0,061516819;0,131674685;0,347096928;0,204564243;0,493186283;0,046649233;0,32136389;0,096234196;2
63;0;2;2;2;1;0,752513638;0,896668014;0,694900782;0,75599317;0,743591631;0,683138353;0,878154924;0,872766317;0,779562764;0,851445191;3
88;0;1;1;2;6;0,551813567;0,719675063;0,618146874;0,385915751;0,466448211;0,418015019;0,509717752;0,320666133;0,517449128;0,644602528;3
30;0;2;1;1;5;0,220685626;0,381446034;0,630936796;0,49751224;0,372618865;0,304977365;0,495205098;0,247280509;0,434596785;0,699556588;3
29;0;2;2;2;3;0,388474788;0,721497148;0,564910329;0,535970269;0,450566088;0,567546296;0,731267335;0,500084682;0,18089119;0,529485311;3
62;1;2;1;3;4;0,461564755;0,443848558;0,520586773;0,540391229;0,577544861;0,623743391;0,806910217;0,681808803;0,527753917;0,503965599;1
63;1;5;3;2;5;0,555662685;0,429693969;0,585280811;0,547065951;0,723076906;0,366232409;0,772334547;0,408191928;0,762979535;0,513120196;3
66;1;2;2;1;5;0,258840952;0,323393922;0,333525797;0,376211024;0,325642084;0,587797163;0,371219034;0,252763913;0,268308733;0,324784746;1
27;0;2;2;2;1;0,73116708;0,873136762;0,866871145;0,854378599;0,635445017;0,8976377;0,940968745;0,862329406;0,952268141;0,641651812;2
68;1;5;1;1;3;0,642089047;0,77937938;0,077795315;0,354755715;0,833586991;0,133429958;0,584096855;0,064066372;0,838493914;0,678528751;2
78;1;1;1;1;4;0,502568069;0,502840671;0,592129519;0,306691473;0,42838113;0,242388602;0,562316278;0,289369933;0,192938566;0,46683333;3
29;0;2;2;1;1;0,599339269;0,476527087;0,185882571;0,652956587;0,732938836;0,384457351;0,783358379;0,439826685;0,547718942;0,567493431;1
91;1;5;1;2;1;0,200565672;0,386112525;0,049616143;0,472361677;0,742142083;0,273797431;0,667455599;0,10516026;0,357859896;0,26343704;1
64;1;2;1;3;1;0,643109085;0,748678179;0,569363998;0,730448189;0,759109423;0,730002806;0,850647584;0,588618246;0,698859274;0,420642416;3
79;1;2;1;3;1;0,595352507;0,636057683;0,71760057;0,426910446;0,883833824;0,668131144;0,409239399;0,489319923;0,715802958;0,623302478;2
83;1;5;1;2;1;0,536486277;0,479882715;0,145782472;0,142587225;0,771084876;0,130629847;0,754038811;0,133155046;0,141028207;0,239796987;2
62;0;2;1;2;6;0,078645905;0,484545782;0,298036168;0,700922388;0,29778564;0,336618536;0,499182048;0,593008798;0,330281902;0,710700947;3
63;0;2;1;3;1;0,762801726;0,673640858;0,137982621;0,568589306;0,397231396;0,504300889;0,531547974;0,617688659;0,571744727;0,346111304;2
42;0;2;1;1;1;0,649140685;0,183467679;0,643425949;0,57498987;0,224060102;0,715444145;0,683668479;0,254832822;0,419033967;0,550539626;3
53;1;1;3;2;4;0,676035592;0,519031017;0,550423374;0,426400905;0,413494396;0,445622886;0,75898455;0,466717265;0,310746634;0,426829835;2
84;0;5;1;1;2;0,939833799;0,255636644;0,630958906;0,742008153;0,605572979;0,277881726;0,583262352;0,452182032;0,565042733;0,639101064;1
44;0;2;1;3;3;0,756026734;0,462014083;0,707840326;0,822753528;0,781194313;0,534615291;0,889576552;0,789076995;0,799808764;0,792896011;3
80;1;2;1;1;5;0,590575867;0,792093412;0,499245488;0,184243952;0,656219017;0,591192602;0,559292679;0,678062717;0,197477181;0,736585292;3
46;1;2;2;2;1;0,46340942;0,405081614;0,481406333;0,612423264;0,865005313;0,791965596;0,598525787;0,60970148;0,643255766;0,547503315;1
42;0;2;1;1;4;0,723174964;0,727315799;0,461881254;0,318088986;0,731897897;0,755945883;0,541138114;0,246917333;0,763153421;0,640277488;3
63;0;2;1;3;3;0,826994423;0,526869959;0,449001382;0,758623246;0,965430973;0,787651164;0,734340312;0,654312567;0,781279668;0,516261797;3
93;0;1;2;1;2;0,378211175;0,746918241;0,176483868;0,284675921;0,676160373;0,230567318;0,823655481;0,24447815;0,157275;0,192105629;2
87;1;2;1;1;5;0,399345507;0,583780674;0,436431891;0,579724941;0,476522688;0,615886557;0,703304346;0,715711215;0,296150609;0,444818795;3
61;0;2;1;1;3;0,70327834;0,866798225;0,490623914;0,714726025;0,527433587;0,759971849;0,815683279;0,901159118;0,575286845;0,548907784;2
77;0;2;1;2;2;0,504808241;0,605737944;0,334402248;0,387037294;0,480065045;0,73946764;0,630358533;0,421187674;0,266327691;0,798153891;1
66;1;2;1;2;3;0,376989635;0,537487646;0,626003552;0,495450878;0,36264532;0,574107849;0,760217306;0,183346434;0,098345297;0,685423647;1
63;0;2;1;1;1;0,337241517;0,429160984;0,169524427;0,676032222;0,723794459;0,290849132;0,579260349;0,098616792;0,471732116;0,675125576;1
84;1;2;3;2;5;0,806765384;0,24033834;0,641147468;0,391980328;0,652920827;0,488956454;0,640924547;0,212636774;0,668065121;0,593408999;1
86;1;2;2;3;1;0,740165245;0,410002761;0,261338058;0,655832689;0,594904375;0,719672238;0,586106286;0,250284335;0,119610864;0,513694467;3
81;1;5;1;1;2;0,174856992;0,12173963;0,070674978;0,430619269;0,654268486;0,312081192;0,751804241;0,171995162;0,096587246;0,304921569;2
29;1;2;1;2;1;0,729563008;0,830708411;0,672511694;0,764021269;0,551479454;0,75134567;0,800092883;0,754055733;0,815691696;0,452558396;3
93;0;2;1;1;1;0,561540276;0,291134524;0,54150513;0,416599702;0,467399257;0,593548466;0,755161562;0,22439265;0,335088872;0,778361643;1
36;0;2;1;3;2;0,674906774;0,848177145;0,508353347;0,833450526;0,662889942;0,869198411;0,710513207;0,763214423;0,686076318;0,710059024;3
79;0;2;1;1;3;0,104729318;0,3383513;0,372926765;0,435374004;0,538906591;0,520098653;0,459985236;0,437064769;0,49463668;0,603953588;2
49;0;2;1;2;2;0,874319223;0,768455997;0,384360842;0,887740099;0,910802736;0,864497185;0,812568437;0,626049413;0,764218731;0,65536865;3
37;0;2;2;1;3;0,783895766;0,967549512;0,487698016;0,546445032;0,3507658;0,28168695;0,314233527;0,458108922;0,393993233;0,574833589;3
52;0;2;2;1;3;0,624051808;0,428436786;0,449569081;0,436347217;0,411185299;0,450534472;0,52588272;0,332206861;0,335310637;0,656297431;3
49;0;2;2;1;2;0,376770443;0,472393687;0,282322108;0,543846382;0,773577142;0,343583214;0,568880441;0,406462352;0,752656459;0,52253275;1
48;1;2;1;1;2;0,777011429;0,719580958;0,558527891;0,749853185;0,600845167;0,66738774;0,852259427;0,52242203;0,916118603;0,758646526;2
72;1;1;1;2;2;0,484073012;0,264379773;0,175956381;0,291891357;0,788451945;0,174656344;0,900292501;0,378111363;0,242672291;0,082681636;2
51;0;5;1;1;1;0,16817909;0,489698644;0,044538958;0,324072038;0,734228282;0,356880195;0,859643135;0,242740978;0,194372023;0,3063608;2
59;1;2;1;3;1;0,729153613;0,755288215;0,572788923;0,607587028;0,514568575;0,624799465;0,879247131;0,620449874;0,953264989;0,540385052;2
71;1;5;1;2;2;0,370519578;0,292102115;0,130053693;0,44848316;0,56555509;0,157096157;0,698417554;0,143052315;0,406704585;0,19312947;2
60;1;2;1;2;1;0,680754487;0,835570302;0,708861281;0,661006327;0,753443111;0,719874705;0,865339231;0,669465173;0,879453556;0,690511241;3
26;0;2;1;2;1;0,785536139;0,732052971;0,260304792;0,556381793;0,734676076;0,870891838;0,751205235;0,647233732;0,851841366;0,561412014;3
64;0;2;1;3;4;0,824924592;0,937265524;0,623400995;0,771177632;0,83856976;0,391146909;0,776371922;0,859761822;0,898288483;0,634882375;3
51;1;4;1;3;1;0,659522835;0,607694743;0,546551294;0,324448349;0,816826701;0,66728882;0,612604817;0,81940731;0,78127833;0,715505468;1
