Age;Gender;Job;Area;CitySize;FamilySize;Income;Wealth;Debt;FinEdu;ESG;Digital;BankFriend;LifeStyle;Luxury;Saving;Investments
76;0;2;1;1;2;0.450066455;0.554575566;0.723903571;0.842907262;0.63918045;0.847079255;0.66021829;0.740061743;0.458905633;0.484258027;3
40;1;2;1;1;2;0.460909731;0.90513042;0.882338668;0.919239198;0.780707923;0.71203136;0.59734853;0.811683748;0.995653401;0.3202072;2
39;1;1;1;3;3;0.604860276;0.212442052;0.701321083;0.652533528;0.730703137;0.135227209;0.184937261;0.220667753;0.257200792;0.200742025;2
28;0;2;2;2;1;0.971441258;0.963676548;0.174965324;0.736141786;0.443560889;0.250014768;0.472399458;0.664746366;0.573125864;0.513930835;3
47;0;2;1;3;5;0.371828595;0.8260025;0.07909478;0.57250979;0.773698401;0.194932448;0.319023886;0.181602344;0.779560653;0.411283805;3
52;1;2;1;3;1;0.937260406;0.187185268;0.277286058;0.345766464;0.627665842;0.843628209;0.73816251;0.499844035;0.439167088;0.289648141;2
82;0;5;1;2;1;0.340476958;0.377128847;0.282585081;0.384536167;0.692079702;0.148740063;0.466271632;0.495600201;0.921707826;0.089658013;2
58;0;2;1;1;3;0.493701778;0.323209177;0.424310232;0.34911558;0.592777876;0.857407539;0.51093988;0.915825382;0.597963133;0.87690818;3
70;1;2;1;2;4;0.217305914;0.641360124;0.48413441;0.74443788;0.795982764;0.702514261;0.391094773;0.877337448;0.89363478;0.308838982;1
26;0;5;3;1;1;0.271058821;0.215331594;0.298267792;0.578451647;0.520001534;0.457095588;0.62276903;0.48411779;0.752335498;0.37390651;2
22;0;2;1;2;2;0.596335886;0.901016133;0.129477879;0.402318638;0.804206722;0.3972897;0.622621647;0.470736137;0.457306451;0.670179092;3
88;0;2;3;2;5;0.870078154;0.366020311;0.57903494;0.526650065;0.866555693;0.348442145;0.749798964;0.401566001;0.336491107;0.497838424;3
21;0;2;1;3;1;0.542019575;0.716516068;0.426602184;0.850347208;0.792106695;0.52002534;0.71494651;0.709789592;0.565696303;0.527009127;1
95;1;5;1;2;1;0.584011996;0.680234025;0.050293611;0.711560333;0.678909342;0.26177112;0.828486428;0.709626741;0.445224465;0.77618644;2
93;1;5;1;2;2;0.80030263;0.830800262;0.8242093;0.270072014;0.734560474;0.188235605;0.587117465;0.601229391;0.220007243;0.51186759;3
40;0;2;1;2;2;0.677908702;0.535503966;0.271030551;0.709008644;0.520023505;0.806150826;0.857338441;0.232811681;0.20015697;0.400159872;1
66;0;2;1;2;1;0.244836296;0.872990584;0.548584013;0.219313841;0.454725642;0.499239129;0.274449803;0.53804526;0.590290792;0.682671289;3
46;0;2;1;3;4;0.373440555;0.450866417;0.596051765;0.205091249;0.705157228;0.346479637;0.346940376;0.685487024;0.398011977;0.610370679;3
66;0;2;3;2;3;0.82407848;0.567818591;0.53452468;0.72629157;0.641101119;0.774086494;0.69028084;0.243231909;0.439964255;0.66130018;1
81;0;2;1;2;1;0.641349048;0.646116217;0.315285758;0.678025729;0.502905807;0.303922647;0.809707938;0.849220599;0.553427694;0.603532627;3
55;1;2;3;2;3;0.342864803;0.752871777;0.115902127;0.932091311;0.804714502;0.319100872;0.775087304;0.386008801;0.336493094;0.700869854;3
49;1;2;1;2;1;0.640122868;0.796023098;0.68449584;0.899402801;0.68023445;0.528173766;0.718453414;0.688002065;0.686312766;0.396817947;3
57;0;2;1;3;6;0.377997123;0.326340044;0.557118421;0.4002119;0.478742418;0.700202016;0.790895057;0.150335408;0.1409766;0.40242297;1
88;1;2;1;2;6;0.809748489;0.750311924;0.343343124;0.482906901;0.530219276;0.498245871;0.786005703;0.6190098;0.180297947;0.776190319;2
34;0;2;2;2;1;0.655319865;0.772519522;0.857257478;0.496542357;0.828570399;0.722031859;0.63499564;0.327903431;0.595352113;0.00091315;1
72;1;2;1;2;1;0.262087019;0.505016908;0.312168341;0.270312639;0.691153428;0.59973647;0.646888989;0.801096493;0.460600502;0.552269309;3
54;0;2;1;3;4;0.724024887;0.605670743;0.835690357;0.666466983;0.78730551;0.40295242;0.600870533;0.738398722;0.371352105;0.520143155;3
88;0;2;2;2;3;0.670214112;0.644626045;0.513451467;0.737570616;0.696980873;0.448483517;0.766239548;0.731904986;0.61260039;0.569692273;2
89;0;2;1;2;1;0.898403223;0.624745927;0.34775303;0.799793088;0.498018716;0.232538191;0.775968769;0.12951111;0.589118259;0.26301708;1
59;0;2;1;2;1;0.525117729;0.55297573;0.310611976;0.446986913;0.792085644;0.276736553;0.378856871;0.050296334;0.592243883;0.692685407;3
56;0;2;2;1;4;0.041443612;0.228299768;0.665093281;0.577678493;0.468237774;0.465228384;0.625678327;0.056944405;0.244627619;0.819077055;3
90;1;2;1;2;2;0.383343921;0.460637589;0.742711497;0.662080221;0.787046545;0.311325645;0.608913051;0.83648542;0.39377255;0.655043934;2
68;1;1;1;2;3;0.825557709;0.548387135;0.384875913;0.375731083;0.616348249;0.347407041;0.471972229;0.284037217;0.810462519;0.615586395;2
95;1;5;2;1;1;0.242491015;0.40718165;0.517005391;0.71102987;0.196910683;0.316057058;0.513980681;0.443191488;0.587765842;0.752017672;1
19;1;2;2;1;1;0.57806137;0.19021646;0.842357454;0.682070584;0.323485192;0.350719708;0.489606402;0.742087031;0.801093052;0.441067336;3
89;0;1;1;2;2;0.448881047;0.502008085;0.516520167;0.665776082;0.569806671;0.499005532;0.353987843;0.75021065;0.782638902;0.641244306;3
57;1;2;1;3;5;0.17717759;0.403279862;0.18587211;0.646098067;0.661740415;0.540349742;0.538607234;0.80184067;0.366253013;0.687978903;3
68;1;2;1;3;2;0.298057274;0.51324197;0;0.269942614;0.456029357;0.430771716;0.786815101;0.148100533;0.28878682;0.310365275;2
39;1;2;1;2;3;0.375250478;0.751117613;0.687502931;0.270028359;0.367225193;0.708357804;0.366078095;0.645294044;0.432937433;0.772926526;3
68;0;5;2;2;1;0.26013734;0.582791084;0.494203643;0.496548175;0.709148518;0.115039812;0.78171518;0.300482247;0.32695594;0.550178002;2
51;1;2;2;1;2;0.660884081;0.569561131;0.74939151;0.577450776;0.402554538;0.838923964;0.849011941;0.240685913;0.363010582;0.514443613;3
73;1;2;1;3;1;0.393134125;0.590288152;0.404747271;0.715724789;0.862852043;0.743880865;0.845599568;0.744823622;0.70794871;0.710955859;1
22;0;2;1;3;3;0.453653459;0.761591865;0.324630288;0.601614369;0.706739882;0.637969371;0.561935722;0.434705619;0.660175358;0.497691434;3
41;1;2;3;3;1;0.461591867;0.43620189;0.176030289;0.604598001;0.695433499;0.35167311;0.870117065;0.235533866;0.090236607;0.755205351;1
86;1;2;1;1;3;0.360955596;0.730170748;0.581008301;0.811799263;0.365382209;0.126150301;0.484598439;0.500955255;0.533917794;0.421982879;1
20;1;1;2;3;6;0.357600539;0.516499581;0.307290798;0.691637525;0.634122407;0.811197673;0.743891399;0.892294677;0.489775178;0.532421231;3
57;1;2;1;3;5;0.584175261;0.460338323;0.375193856;0.30053348;0.230308411;0.499152131;0.782290954;0.900018219;0.603801036;0.446029895;2
57;1;2;2;1;3;0.782387939;0.368987798;0.046277227;0.520994454;0.724500464;0.608339193;0.741780495;0.561207243;0.383377006;0.243768184;2
58;1;5;1;1;3;0.628602567;0.825780478;0.703274937;0.53379964;0.711359602;0.818289936;0.481935637;0.193886386;0.465350344;0.484309676;1
52;0;5;2;3;1;0.695829244;0.67787662;0.131092217;0.395809035;0.322238783;0.153766468;0.756522343;0.456310996;0.325786858;0.93501983;2
82;1;5;1;2;1;0.680002153;0.27130908;0.713977825;0.545046923;0.377680296;0.468430484;0.705906545;0.605706992;0.20278369;0.90002072;2
78;1;5;1;2;2;0.407326128;0.70001435;0.426588411;0.520270392;0.424075883;0.848789203;0.694337855;0.515731785;0.601454051;0.600040723;1
50;1;2;1;1;6;0.118445371;0.701970527;0.666036959;0.709024681;0.402554538;0.174965325;0.473857951;0.302328268;0.395346065;0.462116183;2
27;1;2;1;2;2;0.82690006;0.979728852;0.027055012;0.543339664;0.845808087;0.732462435;0.897731327;0.350971758;0.260157095;0.557054091;3
40;1;2;1;1;2;0.36694932;0.406015098;0.548715051;0.108743941;0.548904952;0.410279653;0.599018053;0.284759027;0.481607248;0.681892431;1
79;1;2;3;1;5;0.772571955;0.478194288;0.299184022;0.642000717;0.84838371;0.940080615;0.446514005;0.750314088;0.576783655;0.611074984;1
30;1;2;2;1;2;0.338683016;0.705687371;0.00019087;0.409395261;0.404603601;0.800695391;0.717184843;0.70035729;0.651004885;0.27318188;3
79;1;2;3;1;3;0.918557934;0.284563053;0.54473519;0.656702691;0.320258316;0.60272708;0.809234663;0.349906325;0.2811088;0.607898166;2
55;1;2;1;2;3;0.573876407;0.511295254;0.89152755;0.542243951;0.753121284;0.276144513;0.80489399;0.811723626;0.810787698;0.732134145;2
29;1;1;2;2;6;0.433602708;0.414622189;0.270854882;0.753882738;0.620483074;0.905385543;0.8907911;0.853253164;0.716356933;0.544114397;3
46;0;2;3;3;1;0.591101459;0.797847291;0.80712982;0.497652117;0.575600858;0.219851587;0.558060346;0.414744508;0.212088538;0.410753791;1
91;0;2;1;1;2;0.715908168;0.771963681;0.122747439;0.536463972;0.654484915;0.731758727;0.562407141;0.811418998;0.72107866;0.43072422;1
21;0;2;1;3;3;0.639878893;0.349387609;0;0.781733229;0.721000567;0.576392214;0.635887618;0.626072564;0.785393008;0.883040091;3
48;1;2;1;2;3;0.593625221;0.299776767;0.697039999;0.611690593;0.620711272;0.737202893;0.583783423;0.50212815;0.293811302;0.29530585;2
58;0;1;1;3;1;0.75507799;0.819334344;0.424217281;0.300022277;0.70753175;0.20023697;0.577792274;0.500010647;0.225488839;0.318271432;3
71;1;1;1;1;2;0.40547667;0.34544803;0.358166329;0.447066186;0.461600128;0.432119199;0.53602055;0.338260097;0.707695052;0.089006863;2
58;1;2;1;1;3;0.517572374;0.656097317;0.351061962;0.239087259;0.618801572;0.268542946;0.663844995;0.344561514;0.88632499;0.870347417;1
56;1;2;1;2;3;0.85003057;0.456253749;0.312341252;0.617392426;0.502668267;0.352491005;0.275889837;0.617318826;0.204506382;0.760207327;3
76;0;1;1;2;1;0.789006349;0.827537086;0.488000462;0.230020153;0.497838157;0.590117846;0.627617496;0.61548006;0.702149977;0.565423154;3
54;0;4;2;3;1;0.913058211;0.761033127;0.817363586;0.416314429;0.644385012;0.697118361;0.29558073;0.627690445;0.500070352;0.32985685;2
81;1;5;2;1;2;0.78401921;0.447773359;0.158412293;0.409099264;0.58446012;0.356786075;0.377201488;0.446559584;0.863352783;0.284036045;2
31;1;2;1;3;1;0.615295885;0.188973727;0.100066671;0.255105349;0.220606297;0.407469416;0.561307653;0.407719842;0.330287586;0.641686253;2
21;1;2;2;1;5;0.436159087;0.607536488;0.795959169;0.752852975;0.729026891;0.531509859;0.795762344;0.88117337;0.61336769;0.201104968;1
54;0;5;1;1;1;0.421183089;0.239938146;0.484460972;0.80026396;0.439001041;0.341089607;0.349128168;0.600258229;0.611627845;0.429968066;3
87;1;5;1;1;3;0.646822057;0.671576003;0.612760691;0.12645216;0.70070865;0.839759718;0.69583782;0.885284933;0.754940688;0.639991322;2
19;0;2;3;1;3;0.700857931;0.815364973;0.261146806;0.410068737;0.600678655;0.449124023;0.615255391;0.381858479;0.692816291;0.50014766;2
92;1;5;1;2;1;0.260513012;0.469889279;0.73440792;0.653171482;0.520159007;0.149110864;0.794542095;0.434040813;0.200335835;0.399649797;3
29;0;2;1;2;4;0.499430555;0.40274477;0.465209013;0.424371023;0.400507422;0.362044086;0.648746615;0.209370501;0.67604519;0.765420836;2
39;0;2;3;3;1;0.178262104;0.735105014;0.360352787;0.552019639;0.642792873;0.841028711;0.846489482;0.68310844;0.497229856;0.854604954;3
19;1;2;1;2;6;0.534979474;0.929152829;0.56676371;0.595761909;0.768329147;0.493510801;0.346721758;0.243801043;0.875209701;0.755699012;3
34;0;2;1;1;4;0.462369526;0.800805265;0.327907814;0.485901906;0.316178022;0.551113998;0.676807668;0.418658438;0.694023641;0.509430587;1
51;1;2;1;1;2;0.393001018;0.400608731;0.045074069;0.576619393;0.076917909;0.602132865;0.31500484;0.130059073;0.67368814;0.300427117;1
91;1;2;2;1;1;0.279865756;0.613517153;0.582418836;0.350674711;0.657080147;0.197371192;0.446887222;0.385186504;0.045297083;0.156836726;1
83;1;2;2;1;1;0.734497665;0.307051;0.107924557;0.377401105;0.619054907;0.82724031;0.675736505;0.443048323;0.781789233;0.89187802;3
95;0;5;1;1;3;0.645064388;0.89583353;0.295608582;0.350588576;0.398049058;0.540048546;0.449052767;0.811880881;0.601715582;0.538210157;2
95;0;5;1;1;5;0.300027161;0.438034068;0.517008312;0.399354445;0.665880467;0.412353418;0.637314444;0.343609887;0.215950971;0.31590454;1
64;0;1;1;1;4;0.603475546;0.576050003;0.707401043;0.50507608;0.360013576;0.543770564;0.648178591;0.78375312;0.738738306;0.874158507;2
56;1;2;1;1;2;0.731205224;0.866289214;0.564353031;0.380285827;0.589699206;0.638347268;0.864793482;0.600022612;0.197665698;0.870753146;1
56;0;1;3;3;1;0.620716074;0.178587994;0.42644902;0.369000993;0.704819157;0.827659427;0.501230715;0.898275476;0.641496542;0.423652931;3
